timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1624834664820,4,Upadate Album-5,200,,jp@gc - Load Thread Group 1-70,text,true,,1245,128,100,100,http://localhost:8082/js/mutual.js,4,0,0
1624834664825,1319,Upadate Album-6,200,OK,jp@gc - Load Thread Group 1-70,text,true,,72838,141,100,100,https://code.jquery.com/jquery-3.5.1.slim.min.js,662,0,467
1624834666152,491,Upadate Album-7,200,OK,jp@gc - Load Thread Group 1-70,text,true,,22193,161,100,100,https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js,422,0,232
1624834666644,191,Upadate Album-8,200,OK,jp@gc - Load Thread Group 1-70,text,true,,61180,163,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js,174,0,0
1624834661061,5724,Upadate Album,200,,jp@gc - Load Thread Group 1-63,text,true,,369246,1419,100,100,http://localhost:8082/update?x=albums,11,0,3
1624834661061,11,Upadate Album-0,200,,jp@gc - Load Thread Group 1-63,text,true,,3393,131,100,100,http://localhost:8082/update?x=albums,11,0,3
1624834661073,525,Upadate Album-1,200,,jp@gc - Load Thread Group 1-63,text,true,,5361,269,100,100,http://localhost:8082/css/style.css,26,0,0
1624834661621,931,Upadate Album-2,200,OK,jp@gc - Load Thread Group 1-63,text,true,,161448,165,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css,395,0,232
1624834663358,684,Upadate Album-3,200,,jp@gc - Load Thread Group 1-63,bin,true,,38483,133,100,100,http://localhost:8082/img/choonzimg.png,683,0,0
1624834664043,497,Upadate Album-4,200,,jp@gc - Load Thread Group 1-63,text,true,,3097,128,100,100,http://localhost:8082/js/update.js,496,0,0
1624834664540,48,Upadate Album-5,200,,jp@gc - Load Thread Group 1-63,text,true,,1245,128,100,100,http://localhost:8082/js/mutual.js,48,0,0
1624834664593,1023,Upadate Album-6,200,OK,jp@gc - Load Thread Group 1-63,text,true,,72838,141,100,100,https://code.jquery.com/jquery-3.5.1.slim.min.js,791,0,689
1624834665618,880,Upadate Album-7,200,OK,jp@gc - Load Thread Group 1-63,text,true,,22193,161,100,100,https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js,779,0,657
1624834666498,288,Upadate Album-8,200,OK,jp@gc - Load Thread Group 1-63,text,true,,61188,163,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js,224,0,0
1624834660470,7887,Upadate Album,200,,jp@gc - Load Thread Group 1-73,text,true,,369190,1419,100,100,http://localhost:8082/update?x=albums,482,0,2
1624834660470,482,Upadate Album-0,200,,jp@gc - Load Thread Group 1-73,text,true,,3393,131,100,100,http://localhost:8082/update?x=albums,482,0,2
1624834660953,645,Upadate Album-1,200,,jp@gc - Load Thread Group 1-73,text,true,,5361,269,100,100,http://localhost:8082/css/style.css,123,0,0
1624834661607,962,Upadate Album-2,200,OK,jp@gc - Load Thread Group 1-73,text,true,,161424,165,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css,408,0,261
1624834663358,1128,Upadate Album-3,200,,jp@gc - Load Thread Group 1-73,bin,true,,38483,133,100,100,http://localhost:8082/img/choonzimg.png,1126,0,0
1624834664486,29,Upadate Album-4,200,,jp@gc - Load Thread Group 1-73,text,true,,3097,128,100,100,http://localhost:8082/js/update.js,29,0,0
1624834664515,33,Upadate Album-5,200,,jp@gc - Load Thread Group 1-73,text,true,,1245,128,100,100,http://localhost:8082/js/mutual.js,33,0,0
1624834664643,2137,Upadate Album-6,200,OK,jp@gc - Load Thread Group 1-73,text,true,,72838,141,100,100,https://code.jquery.com/jquery-3.5.1.slim.min.js,1963,0,1730
1624834666781,1449,Upadate Album-7,200,OK,jp@gc - Load Thread Group 1-73,text,true,,22193,161,100,100,https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js,1322,0,1145
1624834668229,128,Upadate Album-8,200,OK,jp@gc - Load Thread Group 1-73,text,true,,61156,163,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js,87,0,0
1624834662391,3931,Upadate Album,200,,jp@gc - Load Thread Group 1-46,text,true,,369222,1419,98,98,http://localhost:8082/update?x=albums,36,0,15
1624834662391,36,Upadate Album-0,200,,jp@gc - Load Thread Group 1-46,text,true,,3393,131,98,98,http://localhost:8082/update?x=albums,36,0,15
1624834662429,318,Upadate Album-1,200,,jp@gc - Load Thread Group 1-46,text,true,,5361,269,98,98,http://localhost:8082/css/style.css,5,0,0
1624834662748,600,Upadate Album-2,200,OK,jp@gc - Load Thread Group 1-46,text,true,,161431,165,98,98,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css,350,0,199
1624834663349,933,Upadate Album-3,200,,jp@gc - Load Thread Group 1-46,bin,true,,38483,133,98,98,http://localhost:8082/img/choonzimg.png,931,0,0
1624834664282,60,Upadate Album-4,200,,jp@gc - Load Thread Group 1-46,text,true,,3097,128,98,98,http://localhost:8082/js/update.js,60,0,0
1624834664343,430,Upadate Album-5,200,,jp@gc - Load Thread Group 1-46,text,true,,1245,128,98,98,http://localhost:8082/js/mutual.js,430,0,0
1624834664774,965,Upadate Album-6,200,OK,jp@gc - Load Thread Group 1-46,text,true,,72862,141,98,98,https://code.jquery.com/jquery-3.5.1.slim.min.js,848,0,646
1624834665742,325,Upadate Album-7,200,OK,jp@gc - Load Thread Group 1-46,text,true,,22194,161,98,98,https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js,295,0,243
1624834666067,255,Upadate Album-8,200,OK,jp@gc - Load Thread Group 1-46,text,true,,61156,163,98,98,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js,216,0,0
1624834661048,5674,Upadate Album,200,,jp@gc - Load Thread Group 1-61,text,true,,369222,1419,99,99,http://localhost:8082/update?x=albums,99,0,3
1624834661048,99,Upadate Album-0,200,,jp@gc - Load Thread Group 1-61,text,true,,3393,131,99,99,http://localhost:8082/update?x=albums,99,0,3
1624834661148,462,Upadate Album-1,200,,jp@gc - Load Thread Group 1-61,text,true,,5361,269,99,99,http://localhost:8082/css/style.css,6,0,0
